Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
r-f0136925-sterling-silver,R-F0136,<p>925 Sterling Silver size5/6/7                               15pcs for each size 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,24,,TRUE,TRUE,'21906109,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s3275925-sterling-silver,E-S3275,<p>925 Sterling Silver Length:13mm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,28,,TRUE,TRUE,'21840573,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e1148925-sterling-silver,N-E1148,"<p>925 Sterling Silver  <br>Dogtag: 15*20mm                Chain Length: 40+5 cm 14k gold                 1 micron</p>",Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,42,,TRUE,TRUE,'21807805,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
r-f11166925-sterling-silver,R-F11166,<p>925 Sterling Silver Thickness 2.5mm                   size5/6/7                               15pcs for each size 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,26,,TRUE,TRUE,'21775037,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
r-f3045925-sterling-silver,R-F3045,<p>925 Sterling Silver / 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,24,,TRUE,TRUE,'21742269,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e1175925-sterling-silver,N-E1175,<p>925 Sterling Silver Chain: 40+5cm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,38,,TRUE,TRUE,'21709501,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-h3168925-sterling-silver,E-H3168,<p>925 Sterling Silver Dia: 43mm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,42,,TRUE,TRUE,'21676733,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
r-f5131925-sterling-silver,R-F5131,<p>925 Sterling Silver SIZE 6  14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,38,,TRUE,TRUE,'21643965,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e4187925-sterling-silver,N-E4187,<p>925 Sterling Silver Opal 2.5mm / Zircon 1.5 mm                                    Chain: 40+5cm  14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,36,,TRUE,TRUE,'21611197,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e4188925-sterling-silver,N-E4188,<p>925 Sterling Silver 12 x 6mm opal                      Chain: 40+5cm  14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,39,,TRUE,TRUE,'21578429,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
r-f1315925-sterling-silver,R-F1315,<p>925 Sterling Silver Band 1.2mm                      size5/6/7                               15pcs for each size 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,29,,TRUE,TRUE,'21512893,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
r-f3222925-sterling-silver,R-F3222,<p>925 Sterling Silver Opal:2mm                   size5/6/7                               15pcs for each size platinum                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,26,,TRUE,TRUE,'21480125,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e4067925-sterling-silver,N-E4067,<p>925 Sterling Silver Chain: 40+5cm  14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,39,,TRUE,TRUE,'21447357,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
r-f3125925-sterling-silver,R-F3125,<p>925 Sterling Silver / 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,26,,TRUE,TRUE,'21414589,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
b-r3004925-sterling-silver,B-R3004,<p>925 Sterling Silver Length: 16cm+4cm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,36,,TRUE,TRUE,'21381821,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s4080925-sterling-silver,E-S4080,<p>925 Sterling Silver / 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,26,,TRUE,TRUE,'21021373,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-d3056925-sterling-silver,E-D3056,<p>925 Sterling Silver Opal:3mm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,32,,TRUE,TRUE,'20988605,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s2709925-sterling-silver,E-S2709,<p>925 Sterling Silver 12mm*15mm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,39,,TRUE,TRUE,'20955837,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e1134925-sterling-silver,N-E1134,<p>925 Sterling Silver 5mm Opal                           Flat Chain: 40+5cm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,39,,TRUE,TRUE,'20923069,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
r-f3097925-sterling-silver,R-F3097,<p>925 Sterling Silver / 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,26,,TRUE,TRUE,'20890301,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e2195925-sterling-silver,N-E2195,<p>925 Sterling Silver Length:40cm+5cm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,36,,TRUE,TRUE,'20857533,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e5164925-sterling-silver,N-E5164,<p>925 Sterling Silver Chain Length: 40+5 cm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,36,,TRUE,TRUE,'20726461,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
b-r5065925-sterling-silver,B-R5065,"<p>925 Sterling Silver  <br>Lock Measurements: 1.3 x 0.8 cm                                      Length: 16cm+4cm 14k gold                 1 micron</p>",Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,39,,TRUE,TRUE,'20595389,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e0079925-sterling-silver,N-E0079,<p>925 Sterling Silver 2 cm long  14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,42,,TRUE,TRUE,'20562621,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-d4122925-sterling-silver,E-D4122,"<p>925 Sterling Silver  <br>4x2mm opal/  2mm zircon/ 10mm inner diameter 14k gold                 1 micron</p>",Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,29,,TRUE,TRUE,'20464317,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e2722925-sterling-silver,N-E2722,<p>925 Sterling Silver 12mm  14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,42,,TRUE,TRUE,'20431549,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
r-f1072925-sterling-silver,R-F1072,"<p>925 Sterling Silver  <br>4mm Opal                          size 6                               14k gold                 1 micron</p>",Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,26,,TRUE,TRUE,'20398781,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s4220925-sterling-silver,E-S4220,<p>925 Sterling Silver 4x2mm opal / 2mm zircon  14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,24,,TRUE,TRUE,'20366013,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-h1150925-sterling-silver,E-H1150,<p>925 Sterling Silver  Diameter 10mm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,34,,TRUE,TRUE,'20333245,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-h3096925-sterling-silver,E-H3096,"<p>925 Sterling Silver Inner Dia:8mm,Band:1.2mm 14k gold                 1 micron</p>",Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,32,,TRUE,TRUE,'20300477,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s2714925-sterling-silver,E-S2714,<p>925 Sterling Silver wide 12mm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,28,,TRUE,TRUE,'20267709,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-c1145925-sterling-silver,N-C1145,"<p>925 Sterling Silver Eye 5*12mm, Opal 2.5mm     Length:40cm+5cm 14k gold                 1 micron</p>",Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,34,,TRUE,TRUE,'20234941,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-h4133925-sterling-silver,E-H4133,"<p>925 Sterling Silver  <br>Hoop outer diameter: 12.5mm. <br>Oval pendant: 6 x 8mm. <br>Freshwater Pearl: approx. 2.5mm 14k gold                 1 micron</p>",Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,28,,TRUE,TRUE,'20169405,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s11118925-sterling-silver,E-S11118,<p>925 Sterling Silver Stud diameter 4.5mm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,24,,TRUE,TRUE,'20136637,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
n-e5147925-sterling-silver,N-E5147,<p>925 Sterling Silver 40cm+5cm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,38,,TRUE,TRUE,'20071101,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
b-r2032925-sterling-silver,B-R2032,"<p>925 Sterling Silver  <br>Length 18.7mm 14k gold                 1 micron</p>",Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,35,,TRUE,TRUE,'20005565,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s1027925-sterling-silver,E-S1027,<p>925 Sterling Silver 5mm Opal 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,26,,TRUE,TRUE,'19972797,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s3329925-sterling-silver,E-S3329,<p>925 Sterling Silver Length:13mm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,24,,TRUE,TRUE,'19940029,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s5180925-sterling-silver,E-S5180,<p>925 Sterling Silver Length: 0.5 Inches 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,24,,TRUE,TRUE,'19907261,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
b-r5111925-sterling-silver,B-R5111,<p>925 Sterling Silver Length: 20cm+5cm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,28,,TRUE,TRUE,'19841725,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
e-s0326925-sterling-silver,E-S0326,<p>925 Sterling Silver Earring height measures: 11mm Opal diameter measures: 3mm 14k gold                 1 micron</p>,Gemnel,,,"925 Sterling Silver, Nov3Upload",TRUE,Title,Default Title,,,,,,0,,deny,manual,28,,TRUE,TRUE,'19776189,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
charmed-life-bracelet-1,Charmed Life Bracelet,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,deny,manual,48,,TRUE,TRUE,'1123460688,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
charmed-life-bracelet,Charmed Life Bracelet,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,deny,manual,48,,TRUE,TRUE,'1123460687,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
mother-of-pearl-letter-necklace,Mother Of Pearl Letter Necklace,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,deny,manual,42,,TRUE,TRUE,'1123460686,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
r-f5131-925-sterling-silver,R-F5131,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone / Size Band width: 10mm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver",FALSE,Title,Default Title,,,,,'82308347,0,,deny,manual,31,,TRUE,TRUE,'1123460685,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
r-f3241-925-sterling-silver,R-F3241,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone / Size Oval:2.7*6.6mm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver",FALSE,Title,Default Title,,,,,'82308351,0,,deny,manual,29,,TRUE,TRUE,'1123460684,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e5296-925-sterling-silver,N-E5296,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone / Size Pendant: 12mm                   Short Chain: 42cm       Longer Chain: 44cm+5cm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver",FALSE,Title,Default Title,,,,,'82308366,0,,deny,manual,46,,TRUE,TRUE,'1123460683,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e5122-9251-sterling-silver,N-E5122,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone White Zircon Size  <br>Measurements: 2.5 x 1.4 cm                                   Chain Length: 40+5 cm</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, White Zircon",FALSE,Title,Default Title,,,,,'82308414,0,,deny,manual,38,,TRUE,TRUE,'1123460682,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e4148-925-sterling-silver,N-E4148,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone / Size PendantÂ´__18mm                  Chain Length: 40+5 cm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver",FALSE,Title,Default Title,,,,,'82308370,0,,deny,manual,38,,TRUE,TRUE,'1123460681,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e4095-925-sterling-silver,N-E4095,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone / Size  <br>pendant: 20*12.4mm                       Chain Length: 40+5 cm</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver",FALSE,Title,Default Title,,,,,'82308372,0,,deny,manual,42,,TRUE,TRUE,'1123460680,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e1148-925-sterling-silver,N-E1148,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone / Size  <br>Dogtag: 15*20mm                Chain Length: 40+5 cm</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver",FALSE,Title,Default Title,,,,,'82308368,0,,deny,manual,48,,TRUE,TRUE,'1123460679,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e0015-925-sterling-silver,N-E0015,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone / Size  <br>Pendant Size: 9*12 mm, Chain Length: 40+5 cm</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver",FALSE,Title,Default Title,,,,,'82308367,0,,deny,manual,42,,TRUE,TRUE,'1123460678,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e3061-925-sterling-silver,N-E3061,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone White Zircon Size Chain Length: 40+5 cm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, White Zircon",FALSE,Title,Default Title,,,,,'82308371,0,,deny,manual,38,,TRUE,TRUE,'1123460677,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e2683-925-sterling-silver,N-E2683,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone White Zircon Size  <br>coin 18mm                       Chain Length: 40+5 cm</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, White Zircon",FALSE,Title,Default Title,,,,,'82308369,0,,deny,manual,45,,TRUE,TRUE,'1123460676,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e3077-925-sterling-silver,N-E3077,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal Size length: 40cm+5cm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal",FALSE,Title,Default Title,,,,,'82308365,0,,deny,manual,29,,TRUE,TRUE,'1123460675,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-h1070-925-sterling-silver,E-H1070,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal               zircon Size Diameter 27mm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal               zircon",FALSE,Title,Default Title,,,,,'82308364,0,,deny,manual,38,,TRUE,TRUE,'1123460674,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e5252-925-sterling-silver,N-E5252,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone White Zircon Size chain: 2.5mmx6.4mm    necklace: 40cm+5cm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, White Zircon",FALSE,Title,Default Title,,,,,'82308363,0,,deny,manual,42,,TRUE,TRUE,'1123460673,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e0303-925-sterling-silver,N-E0303,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                    zircon Size  <br>Opal: 0.04 total carat weight, 2.3 mm tear drop             Length: 40cm+5cm</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                    zircon",FALSE,Title,Default Title,,,,,'82308361,0,,deny,manual,38,,TRUE,TRUE,'1123460672,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-s3274-925-sterling-silver,E-S3274,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                    zircon Size /</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                    zircon",FALSE,Title,Default Title,,,,,'82308360,0,,deny,manual,34,,TRUE,TRUE,'1123460671,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-d2638-925-sterling-silver,E-D2638,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal               zircon Size  <br>outer 12mm   inner 8.5mm</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal               zircon",FALSE,Title,Default Title,,,,,'82308359,0,,deny,manual,32,,TRUE,TRUE,'1123460670,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e4014-925-sterling-silver,N-E4014,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal Size Chain: 40+5cm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal",FALSE,Title,Default Title,,,,,'82308358,0,,deny,manual,32,,TRUE,TRUE,'1123460669,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-s1029-925-sterling-silver,E-S1029,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                    zircon Size /</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                    zircon",FALSE,Title,Default Title,,,,,'82308357,0,,deny,manual,28,,TRUE,TRUE,'1123460668,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-h1360-925-sterling-silver,E-H1360,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                      zircon Size /</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                      zircon",FALSE,Title,Default Title,,,,,'82308356,0,,deny,manual,35,,TRUE,TRUE,'1123460667,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-s4050-925-sterling-silver,E-S4050,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                    zircon Size Opal:4mm / Zircon:2mm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                    zircon",FALSE,Title,Default Title,,,,,'82308355,0,,deny,manual,29,,TRUE,TRUE,'1123460666,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
n-e1132-925-sterling-silver,N-E1132,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                    zircon Size  <br>3mm Opal and 1.5mm CZ, Flat Chain: 40+5cm</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                    zircon",FALSE,Title,Default Title,,,,,'82308354,0,,deny,manual,34,,TRUE,TRUE,'1123460665,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-s4063-925-sterling-silver,E-S4063,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                    zircon Size /</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                    zircon",FALSE,Title,Default Title,,,,,'82308353,0,,deny,manual,29,,TRUE,TRUE,'1123460664,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-s1209-1-925-sterling-silver,E-S1209-1,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal Size Dia:17mm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal",FALSE,Title,Default Title,,,,,'82308352,0,,deny,manual,29,,TRUE,TRUE,'1123460663,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-s1350-925-sterling-silver,E-S1350,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal             zircon Size  <br>Opal: 3 mm x 2 mm each Diamond: 1 mm each</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal             zircon",FALSE,Title,Default Title,,,,,'82308350,0,,deny,manual,28,,TRUE,TRUE,'1123460662,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-h5109-925-sterling-silver,E-H5109,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                     zircon Size HeightÂ´__15 mm</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                     zircon",FALSE,Title,Default Title,,,,,'82308349,0,,deny,manual,32,,TRUE,TRUE,'1123460661,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
r-f1074-925-sterling-silver,R-F1074,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                     zircon Size  <br>5mm Opal                          size5/6/7                               15pcs for each size</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                     zircon",FALSE,Title,Default Title,,,,,'82308348,0,,deny,manual,32,,TRUE,TRUE,'1123460660,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
r-f4102-925-sterling-silver,R-F4102,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                    zircon Size size5/6/7                               15pcs for each size</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                    zircon",FALSE,Title,Default Title,,,,,'82308346,0,,deny,manual,0,,TRUE,TRUE,'1123460659,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-s0144-925-sterling-silver,E-S0144,<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal Size /</p>,Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal",FALSE,Title,Default Title,,,,,'82308345,0,,deny,manual,35,,TRUE,TRUE,'1123460658,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
e-s4064-2-925-sterling-silver,E-S4064-2,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal Size  <br>Diameter 12mm and 5mm Big Opal, 2mm small Opal</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal",FALSE,Title,Default Title,,,,,'82308344,0,,deny,manual,32,,TRUE,TRUE,'1123460657,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
r-f1072-925-sterling-silver,R-F1072,"<p>Material 925 Sterling Silver  Plating 14k gold                 1 micron                    Stone opal                     zircon Size  <br>4mm Opal                          size5/6/7                               15pcs for each size</p>",Gemnel,,,"14k gold                 1 micron, 925 Sterling Silver, opal                     zircon",FALSE,Title,Default Title,,,,,'82308343,0,,deny,manual,29,,TRUE,TRUE,'1123460656,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
